WKT_,WKT,latitude,longitude
"POINT (-6.8468475 34.0141044)",POINT (-6.8468475 34.0141044),34.0141044,-6.8468475
"POINT (-6.8537927 34.0134265)",POINT (-6.8537927 34.0134265),34.0134265,-6.8537927
"POINT (-6.8517498 34.0241223)",POINT (-6.8517498 34.0241223),34.0241223,-6.8517498
"POINT (-6.8445228 34.0122954)",POINT (-6.8445228 34.0122954),34.0122954,-6.8445228
"POINT (-6.849722 34.0218746)",POINT (-6.849722 34.0218746),34.0218746,-6.849722
"POINT (-6.8521518 34.0191216)",POINT (-6.8521518 34.0191216),34.0191216,-6.8521518
"POINT (-6.8416197 34.0036414)",POINT (-6.8416197 34.0036414),34.0036414,-6.8416197
"POINT (-6.8484747 34.0144279)",POINT (-6.8484747 34.0144279),34.0144279,-6.8484747
"POINT (-6.8430855 34.0227018)",POINT (-6.8430855 34.0227018),34.0227018,-6.8430855
"POINT (-6.8534225 34.0213095)",POINT (-6.8534225 34.0213095),34.0213095,-6.8534225
"POINT (-6.8447306 34.017629)",POINT (-6.8447306 34.017629),34.017629,-6.8447306
"POINT (-6.8420288 34.0196994)",POINT (-6.8420288 34.0196994),34.0196994,-6.8420288
"POINT (-6.8399024 33.9988711)",POINT (-6.8399024 33.9988711),33.9988711,-6.8399024
"POINT (-6.8538067 33.9745075)",POINT (-6.8538067 33.9745075),33.9745075,-6.8538067
"POINT (-6.8537987 33.9762802)",POINT (-6.8537987 33.9762802),33.9762802,-6.8537987
"POINT (-6.8458595 33.983315)",POINT (-6.8458595 33.983315),33.983315,-6.8458595
"POINT (-6.8562713 33.9763294)",POINT (-6.8562713 33.9763294),33.9763294,-6.8562713
"POINT (-6.8553966 33.979989)",POINT (-6.8553966 33.979989),33.979989,-6.8553966
"POINT (-6.850344 33.9804847)",POINT (-6.850344 33.9804847),33.9804847,-6.850344
"POINT (-6.8482593 33.9813802)",POINT (-6.8482593 33.9813802),33.9813802,-6.8482593
"POINT (-6.8553273 33.975344)",POINT (-6.8553273 33.975344),33.975344,-6.8553273
"POINT (-6.8483409 33.9744904)",POINT (-6.8483409 33.9744904),33.9744904,-6.8483409
"POINT (-6.846524 33.9791968)",POINT (-6.846524 33.9791968),33.9791968,-6.846524
"POINT (-6.8470747 33.9774645)",POINT (-6.8470747 33.9774645),33.9774645,-6.8470747
"POINT (-6.8567779 33.9831282)",POINT (-6.8567779 33.9831282),33.9831282,-6.8567779
"POINT (-6.8534318 33.9788441)",POINT (-6.8534318 33.9788441),33.9788441,-6.8534318
"POINT (-6.8511367 33.9759275)",POINT (-6.8511367 33.9759275),33.9759275,-6.8511367
"POINT (-6.8482614 33.9774113)",POINT (-6.8482614 33.9774113),33.9774113,-6.8482614
"POINT (-6.847822 33.9766579)",POINT (-6.847822 33.9766579),33.9766579,-6.847822
"POINT (-6.8463544 33.9790581)",POINT (-6.8463544 33.9790581),33.9790581,-6.8463544
"POINT (-6.8578407 33.9787448)",POINT (-6.8578407 33.9787448),33.9787448,-6.8578407
"POINT (-6.8530189 33.9785404)",POINT (-6.8530189 33.9785404),33.9785404,-6.8530189
"POINT (-6.8522572 33.9760665)",POINT (-6.8522572 33.9760665),33.9760665,-6.8522572
"POINT (-6.8518765 33.9762805)",POINT (-6.8518765 33.9762805),33.9762805,-6.8518765
"POINT (-6.8463273 33.9827045)",POINT (-6.8463273 33.9827045),33.9827045,-6.8463273
"POINT (-6.8524824 33.9747359)",POINT (-6.8524824 33.9747359),33.9747359,-6.8524824
"POINT (-6.8544815 33.980057)",POINT (-6.8544815 33.980057),33.980057,-6.8544815
"POINT (-6.8486058 33.9806202)",POINT (-6.8486058 33.9806202),33.9806202,-6.8486058
"POINT (-6.8567644 33.9755233)",POINT (-6.8567644 33.9755233),33.9755233,-6.8567644
"POINT (-6.8485095 33.9757419)",POINT (-6.8485095 33.9757419),33.9757419,-6.8485095
"POINT (-6.8571867 33.9794503)",POINT (-6.8571867 33.9794503),33.9794503,-6.8571867
"POINT (-6.8516696 33.9793759)",POINT (-6.8516696 33.9793759),33.9793759,-6.8516696
"POINT (-6.8508535 33.9744454)",POINT (-6.8508535 33.9744454),33.9744454,-6.8508535
"POINT (-6.84636 33.9792674)",POINT (-6.84636 33.9792674),33.9792674,-6.84636
"POINT (-6.8484891 33.9800659)",POINT (-6.8484891 33.9800659),33.9800659,-6.8484891
"POINT (-6.8492729 33.9779285)",POINT (-6.8492729 33.9779285),33.9779285,-6.8492729
"POINT (-6.8329125 33.9792639)",POINT (-6.8329125 33.9792639),33.9792639,-6.8329125
"POINT (-6.8411266 33.9783268)",POINT (-6.8411266 33.9783268),33.9783268,-6.8411266
"POINT (-6.8303542 33.9796956)",POINT (-6.8303542 33.9796956),33.9796956,-6.8303542
"POINT (-6.8299152 33.9738826)",POINT (-6.8299152 33.9738826),33.9738826,-6.8299152
"POINT (-6.8309244 33.9794381)",POINT (-6.8309244 33.9794381),33.9794381,-6.8309244
"POINT (-6.8329888 33.9779179)",POINT (-6.8329888 33.9779179),33.9779179,-6.8329888
"POINT (-6.8394495 33.9689783)",POINT (-6.8394495 33.9689783),33.9689783,-6.8394495
"POINT (-6.8394347 33.9705821)",POINT (-6.8394347 33.9705821),33.9705821,-6.8394347
"POINT (-6.8376791 33.9796353)",POINT (-6.8376791 33.9796353),33.9796353,-6.8376791
"POINT (-6.8381636 33.973154)",POINT (-6.8381636 33.973154),33.973154,-6.8381636
"POINT (-6.836029 33.9798351)",POINT (-6.836029 33.9798351),33.9798351,-6.836029
"POINT (-6.8388869 33.9722375)",POINT (-6.8388869 33.9722375),33.9722375,-6.8388869
"POINT (-6.8379584 33.97143)",POINT (-6.8379584 33.97143),33.97143,-6.8379584
"POINT (-6.8310505 33.9718713)",POINT (-6.8310505 33.9718713),33.9718713,-6.8310505
"POINT (-6.8422857 33.968108)",POINT (-6.8422857 33.968108),33.968108,-6.8422857
"POINT (-6.831185 33.9712144)",POINT (-6.831185 33.9712144),33.9712144,-6.831185
"POINT (-6.841971 33.9784295)",POINT (-6.841971 33.9784295),33.9784295,-6.841971
"POINT (-6.8442556 33.9688008)",POINT (-6.8442556 33.9688008),33.9688008,-6.8442556
"POINT (-6.8416383 33.9742256)",POINT (-6.8416383 33.9742256),33.9742256,-6.8416383
"POINT (-6.8345837 33.9778169)",POINT (-6.8345837 33.9778169),33.9778169,-6.8345837
"POINT (-6.8343577 33.9716442)",POINT (-6.8343577 33.9716442),33.9716442,-6.8343577
"POINT (-6.8314381 33.9752358)",POINT (-6.8314381 33.9752358),33.9752358,-6.8314381
"POINT (-6.8324203 33.9714091)",POINT (-6.8324203 33.9714091),33.9714091,-6.8324203
"POINT (-6.8411981 33.9732011)",POINT (-6.8411981 33.9732011),33.9732011,-6.8411981
"POINT (-6.836807 33.9740793)",POINT (-6.836807 33.9740793),33.9740793,-6.836807
"POINT (-6.8373524 33.9756037)",POINT (-6.8373524 33.9756037),33.9756037,-6.8373524
"POINT (-6.8604389 34.0093951)",POINT (-6.8604389 34.0093951),34.0093951,-6.8604389
"POINT (-6.8651042 33.9986358)",POINT (-6.8651042 33.9986358),33.9986358,-6.8651042
"POINT (-6.8680265 34.0055836)",POINT (-6.8680265 34.0055836),34.0055836,-6.8680265
"POINT (-6.8592085 33.9952401)",POINT (-6.8592085 33.9952401),33.9952401,-6.8592085
"POINT (-6.8689117 33.994193)",POINT (-6.8689117 33.994193),33.994193,-6.8689117
"POINT (-6.8594866 34.0163245)",POINT (-6.8594866 34.0163245),34.0163245,-6.8594866
"POINT (-6.8585592 33.9969633)",POINT (-6.8585592 33.9969633),33.9969633,-6.8585592
"POINT (-6.8560493 33.9972592)",POINT (-6.8560493 33.9972592),33.9972592,-6.8560493
"POINT (-6.8378394 34.0247645)",POINT (-6.8378394 34.0247645),34.0247645,-6.8378394
"POINT (-6.8367377 34.0272815)",POINT (-6.8367377 34.0272815),34.0272815,-6.8367377
"POINT (-6.8615675 34.0084069)",POINT (-6.8615675 34.0084069),34.0084069,-6.8615675
"POINT (-6.8668209 34.0090596)",POINT (-6.8668209 34.0090596),34.0090596,-6.8668209
"POINT (-6.850472 33.9973743)",POINT (-6.850472 33.9973743),33.9973743,-6.850472
"POINT (-6.8688572 34.0023184)",POINT (-6.8688572 34.0023184),34.0023184,-6.8688572
"POINT (-6.8471622 33.9984033)",POINT (-6.8471622 33.9984033),33.9984033,-6.8471622
"POINT (-6.8618795 34.0114693)",POINT (-6.8618795 34.0114693),34.0114693,-6.8618795
"POINT (-6.8635462 34.0091394)",POINT (-6.8635462 34.0091394),34.0091394,-6.8635462
"POINT (-6.8490259 34.0013458)",POINT (-6.8490259 34.0013458),34.0013458,-6.8490259
"POINT (-6.8572082 33.9946866)",POINT (-6.8572082 33.9946866),33.9946866,-6.8572082
"POINT (-6.8603002 33.9940555)",POINT (-6.8603002 33.9940555),33.9940555,-6.8603002
"POINT (-6.8707773 34.0012177)",POINT (-6.8707773 34.0012177),34.0012177,-6.8707773
"POINT (-6.8370301 34.0067223)",POINT (-6.8370301 34.0067223),34.0067223,-6.8370301
"POINT (-6.8036027 34.0356631)",POINT (-6.8036027 34.0356631),34.0356631,-6.8036027
"POINT (-6.792996 34.0399759)",POINT (-6.792996 34.0399759),34.0399759,-6.792996
"POINT (-6.7959701 34.0394165)",POINT (-6.7959701 34.0394165),34.0394165,-6.7959701
"POINT (-6.804599 34.0367063)",POINT (-6.804599 34.0367063),34.0367063,-6.804599
"POINT (-6.7975242 34.0386596)",POINT (-6.7975242 34.0386596),34.0386596,-6.7975242
"POINT (-6.798022 34.0353964)",POINT (-6.798022 34.0353964),34.0353964,-6.798022
"POINT (-6.7942634 34.032017)",POINT (-6.7942634 34.032017),34.032017,-6.7942634
"POINT (-6.7991975 34.0336975)",POINT (-6.7991975 34.0336975),34.0336975,-6.7991975
"POINT (-6.7889763 34.0379486)",POINT (-6.7889763 34.0379486),34.0379486,-6.7889763
"POINT (-6.7998286 34.0326098)",POINT (-6.7998286 34.0326098),34.0326098,-6.7998286
"POINT (-6.7977178 34.0344936)",POINT (-6.7977178 34.0344936),34.0344936,-6.7977178
"POINT (-6.8042047 34.0325185)",POINT (-6.8042047 34.0325185),34.0325185,-6.8042047
"POINT (-6.7953527 34.0359772)",POINT (-6.7953527 34.0359772),34.0359772,-6.7953527
"POINT (-6.7972624 34.0401726)",POINT (-6.7972624 34.0401726),34.0401726,-6.7972624
"POINT (-6.8007113 34.0356809)",POINT (-6.8007113 34.0356809),34.0356809,-6.8007113
"POINT (-6.7944057 34.0424381)",POINT (-6.7944057 34.0424381),34.0424381,-6.7944057
"POINT (-6.7997343 34.0403193)",POINT (-6.7997343 34.0403193),34.0403193,-6.7997343
"POINT (-6.8040393 34.0408981)",POINT (-6.8040393 34.0408981),34.0408981,-6.8040393
"POINT (-6.8019786 34.0391036)",POINT (-6.8019786 34.0391036),34.0391036,-6.8019786
"POINT (-6.7903443 34.0353782)",POINT (-6.7903443 34.0353782),34.0353782,-6.7903443
"POINT (-6.7930673 34.0381335)",POINT (-6.7930673 34.0381335),34.0381335,-6.7930673
"POINT (-6.8024354 34.0426476)",POINT (-6.8024354 34.0426476),34.0426476,-6.8024354
"POINT (-6.8009604 34.0357473)",POINT (-6.8009604 34.0357473),34.0357473,-6.8009604
"POINT (-6.7911086 34.0320284)",POINT (-6.7911086 34.0320284),34.0320284,-6.7911086
"POINT (-6.793753 34.0396768)",POINT (-6.793753 34.0396768),34.0396768,-6.793753
"POINT (-6.800247 34.0404188)",POINT (-6.800247 34.0404188),34.0404188,-6.800247
"POINT (-6.79361 34.0371414)",POINT (-6.79361 34.0371414),34.0371414,-6.79361
"POINT (-6.8028585 34.0381274)",POINT (-6.8028585 34.0381274),34.0381274,-6.8028585
"POINT (-6.8059513 34.0360308)",POINT (-6.8059513 34.0360308),34.0360308,-6.8059513
"POINT (-6.7910008 34.0361656)",POINT (-6.7910008 34.0361656),34.0361656,-6.7910008
"POINT (-6.8018958 34.0340408)",POINT (-6.8018958 34.0340408),34.0340408,-6.8018958
"POINT (-6.7892108 34.036094)",POINT (-6.7892108 34.036094),34.036094,-6.7892108
"POINT (-6.8037724 34.0333946)",POINT (-6.8037724 34.0333946),34.0333946,-6.8037724
"POINT (-6.7967596 34.0329519)",POINT (-6.7967596 34.0329519),34.0329519,-6.7967596
"POINT (-6.8068028 34.0361122)",POINT (-6.8068028 34.0361122),34.0361122,-6.8068028
"POINT (-6.8043597 34.0344062)",POINT (-6.8043597 34.0344062),34.0344062,-6.8043597
"POINT (-6.8039982 34.0431358)",POINT (-6.8039982 34.0431358),34.0431358,-6.8039982
"POINT (-6.8011841 34.0336944)",POINT (-6.8011841 34.0336944),34.0336944,-6.8011841
"POINT (-6.8045036 34.0367462)",POINT (-6.8045036 34.0367462),34.0367462,-6.8045036
"POINT (-6.8169868 34.0472162)",POINT (-6.8169868 34.0472162),34.0472162,-6.8169868
"POINT (-6.8175891 34.0471592)",POINT (-6.8175891 34.0471592),34.0471592,-6.8175891
"POINT (-6.812069 34.0535604)",POINT (-6.812069 34.0535604),34.0535604,-6.812069
"POINT (-6.8184671 34.0496289)",POINT (-6.8184671 34.0496289),34.0496289,-6.8184671
"POINT (-6.8139137 34.0405364)",POINT (-6.8139137 34.0405364),34.0405364,-6.8139137
"POINT (-6.8200243 34.0493247)",POINT (-6.8200243 34.0493247),34.0493247,-6.8200243
"POINT (-6.819972 34.0517476)",POINT (-6.819972 34.0517476),34.0517476,-6.819972
"POINT (-6.8197688 34.0424593)",POINT (-6.8197688 34.0424593),34.0424593,-6.8197688
"POINT (-6.8096345 34.0453348)",POINT (-6.8096345 34.0453348),34.0453348,-6.8096345
"POINT (-6.8247207 34.0408895)",POINT (-6.8247207 34.0408895),34.0408895,-6.8247207
"POINT (-6.8217942 34.0416237)",POINT (-6.8217942 34.0416237),34.0416237,-6.8217942
"POINT (-6.8101085 34.0408269)",POINT (-6.8101085 34.0408269),34.0408269,-6.8101085
"POINT (-6.8210631 34.0404074)",POINT (-6.8210631 34.0404074),34.0404074,-6.8210631
"POINT (-6.8225815 34.0537722)",POINT (-6.8225815 34.0537722),34.0537722,-6.8225815
"POINT (-6.8156979 34.0419986)",POINT (-6.8156979 34.0419986),34.0419986,-6.8156979
"POINT (-6.8242504 34.0487454)",POINT (-6.8242504 34.0487454),34.0487454,-6.8242504
"POINT (-6.8099239 34.0539498)",POINT (-6.8099239 34.0539498),34.0539498,-6.8099239
"POINT (-6.8215542 34.0524875)",POINT (-6.8215542 34.0524875),34.0524875,-6.8215542
"POINT (-6.8245317 34.0519143)",POINT (-6.8245317 34.0519143),34.0519143,-6.8245317
"POINT (-6.8122919 34.0407257)",POINT (-6.8122919 34.0407257),34.0407257,-6.8122919
"POINT (-6.8137906 34.050774)",POINT (-6.8137906 34.050774),34.050774,-6.8137906
"POINT (-6.8176776 34.043695)",POINT (-6.8176776 34.043695),34.043695,-6.8176776
"POINT (-6.8107303 34.0449032)",POINT (-6.8107303 34.0449032),34.0449032,-6.8107303
"POINT (-6.8112295 34.0470324)",POINT (-6.8112295 34.0470324),34.0470324,-6.8112295
"POINT (-6.8150254 34.0444296)",POINT (-6.8150254 34.0444296),34.0444296,-6.8150254
"POINT (-6.8153577 34.0481059)",POINT (-6.8153577 34.0481059),34.0481059,-6.8153577
"POINT (-6.8205556 34.0413217)",POINT (-6.8205556 34.0413217),34.0413217,-6.8205556
"POINT (-6.8133111 34.0469186)",POINT (-6.8133111 34.0469186),34.0469186,-6.8133111
"POINT (-6.8216244 34.0501983)",POINT (-6.8216244 34.0501983),34.0501983,-6.8216244
"POINT (-6.824546 34.0500079)",POINT (-6.824546 34.0500079),34.0500079,-6.824546
"POINT (-6.8118557 34.0503762)",POINT (-6.8118557 34.0503762),34.0503762,-6.8118557
"POINT (-6.8161503 34.0422604)",POINT (-6.8161503 34.0422604),34.0422604,-6.8161503
"POINT (-6.8199798 34.053928)",POINT (-6.8199798 34.053928),34.053928,-6.8199798
"POINT (-6.8231887 34.050195)",POINT (-6.8231887 34.050195),34.050195,-6.8231887
"POINT (-6.8093329 34.0455689)",POINT (-6.8093329 34.0455689),34.0455689,-6.8093329
"POINT (-6.8102331 34.0478077)",POINT (-6.8102331 34.0478077),34.0478077,-6.8102331
"POINT (-6.816749 34.0514633)",POINT (-6.816749 34.0514633),34.0514633,-6.816749
"POINT (-6.8149413 34.0494355)",POINT (-6.8149413 34.0494355),34.0494355,-6.8149413
"POINT (-6.816271 34.0488137)",POINT (-6.816271 34.0488137),34.0488137,-6.816271
"POINT (-6.8089467 34.0462688)",POINT (-6.8089467 34.0462688),34.0462688,-6.8089467
"POINT (-6.8214444 34.0529995)",POINT (-6.8214444 34.0529995),34.0529995,-6.8214444
"POINT (-6.8220003 34.0532305)",POINT (-6.8220003 34.0532305),34.0532305,-6.8220003
"POINT (-6.8087926 34.0460689)",POINT (-6.8087926 34.0460689),34.0460689,-6.8087926
"POINT (-6.8111882 34.0431168)",POINT (-6.8111882 34.0431168),34.0431168,-6.8111882
"POINT (-6.8162604 34.0429322)",POINT (-6.8162604 34.0429322),34.0429322,-6.8162604
"POINT (-6.8096455 34.046872)",POINT (-6.8096455 34.046872),34.046872,-6.8096455
"POINT (-6.8040326 34.0496134)",POINT (-6.8040326 34.0496134),34.0496134,-6.8040326
"POINT (-6.7999099 34.0507554)",POINT (-6.7999099 34.0507554),34.0507554,-6.7999099
"POINT (-6.7897505 34.0480982)",POINT (-6.7897505 34.0480982),34.0480982,-6.7897505
"POINT (-6.8049408 34.0482086)",POINT (-6.8049408 34.0482086),34.0482086,-6.8049408
"POINT (-6.8049853 34.0494522)",POINT (-6.8049853 34.0494522),34.0494522,-6.8049853
"POINT (-6.8048615 34.0442242)",POINT (-6.8048615 34.0442242),34.0442242,-6.8048615
"POINT (-6.7914045 34.0559482)",POINT (-6.7914045 34.0559482),34.0559482,-6.7914045
"POINT (-6.7897781 34.0557472)",POINT (-6.7897781 34.0557472),34.0557472,-6.7897781
"POINT (-6.7920716 34.0524278)",POINT (-6.7920716 34.0524278),34.0524278,-6.7920716
"POINT (-6.8008689 34.0437785)",POINT (-6.8008689 34.0437785),34.0437785,-6.8008689
"POINT (-6.7869186 34.0498519)",POINT (-6.7869186 34.0498519),34.0498519,-6.7869186
"POINT (-6.7904805 34.0451703)",POINT (-6.7904805 34.0451703),34.0451703,-6.7904805
"POINT (-6.7928091 34.0524141)",POINT (-6.7928091 34.0524141),34.0524141,-6.7928091
"POINT (-6.7956314 34.0437823)",POINT (-6.7956314 34.0437823),34.0437823,-6.7956314
"POINT (-6.7880361 34.0453799)",POINT (-6.7880361 34.0453799),34.0453799,-6.7880361
"POINT (-6.7874489 34.0494645)",POINT (-6.7874489 34.0494645),34.0494645,-6.7874489
"POINT (-6.8038911 34.0523973)",POINT (-6.8038911 34.0523973),34.0523973,-6.8038911
"POINT (-6.7925109 34.0522049)",POINT (-6.7925109 34.0522049),34.0522049,-6.7925109
"POINT (-6.7944443 34.04403)",POINT (-6.7944443 34.04403),34.04403,-6.7944443
"POINT (-6.7900532 34.0478668)",POINT (-6.7900532 34.0478668),34.0478668,-6.7900532
"POINT (-6.7864837 34.0504973)",POINT (-6.7864837 34.0504973),34.0504973,-6.7864837
"POINT (-6.7992952 34.0555501)",POINT (-6.7992952 34.0555501),34.0555501,-6.7992952
"POINT (-6.7901729 34.0440018)",POINT (-6.7901729 34.0440018),34.0440018,-6.7901729
"POINT (-6.797249 34.0475393)",POINT (-6.797249 34.0475393),34.0475393,-6.797249
"POINT (-6.8036978 34.0531215)",POINT (-6.8036978 34.0531215),34.0531215,-6.8036978
"POINT (-6.8045291 34.0551535)",POINT (-6.8045291 34.0551535),34.0551535,-6.8045291
"POINT (-6.7915782 34.0495469)",POINT (-6.7915782 34.0495469),34.0495469,-6.7915782
"POINT (-6.7969529 34.0440933)",POINT (-6.7969529 34.0440933),34.0440933,-6.7969529
"POINT (-6.7955876 34.0513837)",POINT (-6.7955876 34.0513837),34.0513837,-6.7955876
"POINT (-6.7936396 34.054884)",POINT (-6.7936396 34.054884),34.054884,-6.7936396
"POINT (-6.8016625 34.0532053)",POINT (-6.8016625 34.0532053),34.0532053,-6.8016625
"POINT (-6.7980543 34.0450363)",POINT (-6.7980543 34.0450363),34.0450363,-6.7980543
"POINT (-6.7941757 34.0498671)",POINT (-6.7941757 34.0498671),34.0498671,-6.7941757
"POINT (-6.797773 34.0526778)",POINT (-6.797773 34.0526778),34.0526778,-6.797773
"POINT (-6.7873404 34.0496693)",POINT (-6.7873404 34.0496693),34.0496693,-6.7873404
"POINT (-6.7971011 34.0541892)",POINT (-6.7971011 34.0541892),34.0541892,-6.7971011
"POINT (-6.7879021 34.0496721)",POINT (-6.7879021 34.0496721),34.0496721,-6.7879021
"POINT (-6.7877071 34.0452054)",POINT (-6.7877071 34.0452054),34.0452054,-6.7877071
"POINT (-6.7965448 34.0426143)",POINT (-6.7965448 34.0426143),34.0426143,-6.7965448
"POINT (-6.794639 34.0433999)",POINT (-6.794639 34.0433999),34.0433999,-6.794639
"POINT (-6.7933564 34.0524506)",POINT (-6.7933564 34.0524506),34.0524506,-6.7933564
"POINT (-6.7990229 34.0462222)",POINT (-6.7990229 34.0462222),34.0462222,-6.7990229
"POINT (-6.8011737 34.0465367)",POINT (-6.8011737 34.0465367),34.0465367,-6.8011737
"POINT (-6.7993467 34.0556013)",POINT (-6.7993467 34.0556013),34.0556013,-6.7993467
"POINT (-6.7877894 34.054163)",POINT (-6.7877894 34.054163),34.054163,-6.7877894
"POINT (-6.7885157 34.0477491)",POINT (-6.7885157 34.0477491),34.0477491,-6.7885157
"POINT (-6.7870533 34.0523957)",POINT (-6.7870533 34.0523957),34.0523957,-6.7870533
"POINT (-6.8062594 34.0403898)",POINT (-6.8062594 34.0403898),34.0403898,-6.8062594
"POINT (-6.7922101 34.0455607)",POINT (-6.7922101 34.0455607),34.0455607,-6.7922101
"POINT (-6.8025523 34.0485667)",POINT (-6.8025523 34.0485667),34.0485667,-6.8025523
"POINT (-6.8023874 34.0492867)",POINT (-6.8023874 34.0492867),34.0492867,-6.8023874
"POINT (-6.7914949 34.0520795)",POINT (-6.7914949 34.0520795),34.0520795,-6.7914949
"POINT (-6.8111504 34.0375522)",POINT (-6.8111504 34.0375522),34.0375522,-6.8111504
"POINT (-6.7784176 34.0566493)",POINT (-6.7784176 34.0566493),34.0566493,-6.7784176
"POINT (-6.7726868 34.0648087)",POINT (-6.7726868 34.0648087),34.0648087,-6.7726868
"POINT (-6.7739118 34.0570161)",POINT (-6.7739118 34.0570161),34.0570161,-6.7739118
"POINT (-6.785099 34.0677054)",POINT (-6.785099 34.0677054),34.0677054,-6.785099
"POINT (-6.7914516 34.0644567)",POINT (-6.7914516 34.0644567),34.0644567,-6.7914516
"POINT (-6.7872399 34.0694199)",POINT (-6.7872399 34.0694199),34.0694199,-6.7872399
"POINT (-6.7819652 34.055089)",POINT (-6.7819652 34.055089),34.055089,-6.7819652
"POINT (-6.7829642 34.0642441)",POINT (-6.7829642 34.0642441),34.0642441,-6.7829642
"POINT (-6.786078 34.0577605)",POINT (-6.786078 34.0577605),34.0577605,-6.786078
"POINT (-6.7729774 34.0623603)",POINT (-6.7729774 34.0623603),34.0623603,-6.7729774
"POINT (-6.7736308 34.0574814)",POINT (-6.7736308 34.0574814),34.0574814,-6.7736308
"POINT (-6.7912239 34.0666412)",POINT (-6.7912239 34.0666412),34.0666412,-6.7912239
"POINT (-6.7808867 34.0668085)",POINT (-6.7808867 34.0668085),34.0668085,-6.7808867
"POINT (-6.779961 34.0618881)",POINT (-6.779961 34.0618881),34.0618881,-6.779961
"POINT (-6.7769161 34.0664988)",POINT (-6.7769161 34.0664988),34.0664988,-6.7769161
"POINT (-6.783746 34.0612895)",POINT (-6.783746 34.0612895),34.0612895,-6.783746
"POINT (-6.7904144 34.063604)",POINT (-6.7904144 34.063604),34.063604,-6.7904144
"POINT (-6.7840178 34.0614184)",POINT (-6.7840178 34.0614184),34.0614184,-6.7840178
"POINT (-6.7798383 34.0648357)",POINT (-6.7798383 34.0648357),34.0648357,-6.7798383
"POINT (-6.7906794 34.0645118)",POINT (-6.7906794 34.0645118),34.0645118,-6.7906794
"POINT (-6.7909827 34.0631549)",POINT (-6.7909827 34.0631549),34.0631549,-6.7909827
"POINT (-6.772893 34.0645866)",POINT (-6.772893 34.0645866),34.0645866,-6.772893
"POINT (-6.7816465 34.0623385)",POINT (-6.7816465 34.0623385),34.0623385,-6.7816465
"POINT (-6.7774902 34.0688362)",POINT (-6.7774902 34.0688362),34.0688362,-6.7774902
"POINT (-6.7734405 34.0576204)",POINT (-6.7734405 34.0576204),34.0576204,-6.7734405
"POINT (-6.7915529 34.0687003)",POINT (-6.7915529 34.0687003),34.0687003,-6.7915529
"POINT (-6.7755739 34.0673535)",POINT (-6.7755739 34.0673535),34.0673535,-6.7755739
"POINT (-6.7750468 34.0583904)",POINT (-6.7750468 34.0583904),34.0583904,-6.7750468
"POINT (-6.7798171 34.0624322)",POINT (-6.7798171 34.0624322),34.0624322,-6.7798171
"POINT (-6.7802161 34.0594226)",POINT (-6.7802161 34.0594226),34.0594226,-6.7802161
"POINT (-6.7850627 34.0699176)",POINT (-6.7850627 34.0699176),34.0699176,-6.7850627
"POINT (-6.7828555 34.0690494)",POINT (-6.7828555 34.0690494),34.0690494,-6.7828555
"POINT (-6.7815881 34.065237)",POINT (-6.7815881 34.065237),34.065237,-6.7815881
"POINT (-6.7810494 34.0550082)",POINT (-6.7810494 34.0550082),34.0550082,-6.7810494
"POINT (-6.7910791 34.0571656)",POINT (-6.7910791 34.0571656),34.0571656,-6.7910791
"POINT (-6.7849924 34.0686509)",POINT (-6.7849924 34.0686509),34.0686509,-6.7849924
"POINT (-6.7891048 34.0645014)",POINT (-6.7891048 34.0645014),34.0645014,-6.7891048
"POINT (-6.7808145 34.0593147)",POINT (-6.7808145 34.0593147),34.0593147,-6.7808145
"POINT (-6.7837203 34.0578491)",POINT (-6.7837203 34.0578491),34.0578491,-6.7837203
"POINT (-6.7895588 34.0364091)",POINT (-6.7895588 34.0364091),34.0364091,-6.7895588
"POINT (-6.7906208 34.0435064)",POINT (-6.7906208 34.0435064),34.0435064,-6.7906208
"POINT (-6.7857843 34.0396685)",POINT (-6.7857843 34.0396685),34.0396685,-6.7857843
"POINT (-6.7948723 34.0394563)",POINT (-6.7948723 34.0394563),34.0394563,-6.7948723
"POINT (-6.7907569 34.0425393)",POINT (-6.7907569 34.0425393),34.0425393,-6.7907569
"POINT (-6.792895 34.0415046)",POINT (-6.792895 34.0415046),34.0415046,-6.792895
"POINT (-6.7908297 34.038211)",POINT (-6.7908297 34.038211),34.038211,-6.7908297
"POINT (-6.7931146 34.0390043)",POINT (-6.7931146 34.0390043),34.0390043,-6.7931146
"POINT (-6.7866994 34.0420892)",POINT (-6.7866994 34.0420892),34.0420892,-6.7866994
"POINT (-6.7966942 34.0358121)",POINT (-6.7966942 34.0358121),34.0358121,-6.7966942
"POINT (-6.8086217 34.0294007)",POINT (-6.8086217 34.0294007),34.0294007,-6.8086217
"POINT (-6.7857847 34.0347227)",POINT (-6.7857847 34.0347227),34.0347227,-6.7857847
"POINT (-6.8027275 34.0271326)",POINT (-6.8027275 34.0271326),34.0271326,-6.8027275
"POINT (-6.7945207 34.0411869)",POINT (-6.7945207 34.0411869),34.0411869,-6.7945207
"POINT (-6.7869958 34.0414242)",POINT (-6.7869958 34.0414242),34.0414242,-6.7869958
"POINT (-6.7985452 34.0304244)",POINT (-6.7985452 34.0304244),34.0304244,-6.7985452
"POINT (-6.7831889 34.042831)",POINT (-6.7831889 34.042831),34.042831,-6.7831889
